TITLE,CITED BY,YEAR
"N Lonfat, S Wang, CH Lee, M Garcia, J Choi, PJ Park, C Cepko",,
"Development 148 (9), dev198549",,
Essential histone chaperones collaborate to regulate transcription and chromatin integrity,23,2021
"O Viktorovskaya, J Chuang, D Jain, NI Reim, F López-Rivera, ...",,
"Genes & Development 35 (9-10), 698-712",,
HiTea: a computational pipeline to identify non-reference transposable element insertions in Hi-C data,4,2021
"D Jain, C Chu, BH Alver, S Lee, EA Lee, PJ Park",,
"Bioinformatics 37 (8), 1045-1051",,
Negative elongation factor regulates muscle progenitor expansion for efficient myofiber repair and stem cell pool repopulation,23,2021
"DCL Robinson, M Ritso, GM Nelson, Z Mokhtari, K Nakka, H Bandukwala, ...",,
"Developmental cell 56 (7), 1014-1029. e7",,
Resources and challenges for integrative analysis of nuclear architecture data,2,2021
"YL Jung, K Kirli, BH Alver, PJ Park",,
"Current opinion in genetics & development 67, 103-110",,
"The landscape of somatic mutation in cerebral cortex of autistic and neurotypical individuals revealed by ultra-deep whole-genome sequencing (vol 24, pg 176, 2021)",,2021
"RE Rodin, Y Dou, M Kwon, MA Sherman, AM D'Gama, RN Doan, ...",,
NATURE NEUROSCIENCE,,
The origins and genetic interactions of KRAS mutations are allele- and tissue-specific,99,2021
"JH Cook, GEM Melloni, DC Gulhan, PJ Park, KM Haigis",,
"Nature communications 12 (1), 1808",,
Landmarks of human embryonic development inscribed in somatic mutations,71,2021
"S Bizzotto, Y Dou, J Ganz, RN Doan, M Kwon, CL Bohrson, SN Kim, ...",,
"Science 371 (6535), 1249-1253",,
Deletions in CWH43 cause idiopathic normal pressure hydrocephalus,35,2021
"HW Yang, S Lee, D Yang, H Dai, Y Zhang, L Han, S Zhao, S Zhang, Y Ma, ...",,
"EMBO molecular medicine 13 (3), e13249",,
Compositions and methods for identifying a single-nucleotide variant,1,2021
"MA Lodato, CL Bohrson, ME Coulter, PJ Park, CA Walsh, RE Rodin, ...",,
"US Patent App. 16/984,885",,
The landscape of somatic mutation in cerebral cortex of autistic and neurotypical individuals revealed by ultra-deep whole-genome sequencing,84,2021
"RE Rodin, Y Dou, M Kwon, MA Sherman, AM D’Gama, RN Doan, ...",,
"Nature neuroscience 24 (2), 176-185",,
Large mosaic copy number variations confer autism risk,41,2021
"MA Sherman, RE Rodin, G Genovese, C Dias, AR Barton, RE Mukamel, ...",,
"Nature neuroscience 24 (2), 197-203",,
Whole-genome analysis of de novo and polymorphic retrotransposon insertions in Autism Spectrum Disorder,3,2021
"R Borges-Monroy, C Chu, C Dias, J Choi, S Lee, Y Gao, T Shin, PJ Park, ...",,
"bioRxiv, 2021.01. 29.428895",,
BamSnap: a lightweight viewer for sequencing reads in BAM files,5,2021
"M Kwon, S Lee, M Berselli, C Chu, PJ Park",,
"Bioinformatics 37 (2), 263-264",,
The Presence of Ambulatory Hypoxia as an Early Predictor of Moderate to Severe COVID-19 Disease,,2020
"A Bhasin, M Bregger, M Kluk, P Park, J Feinglass, J Barsuk",,
"medRxiv, 2020.12. 14.20248209",,
Dysregulation of cancer genes by recurrent intergenic fusions,32,2020
"JW Yun, L Yang, HY Park, CW Lee, H Cha, HT Shin, KW Noh, YL Choi, ...",,
"Genome biology 21, 1-20",,
HiNT: a computational method for detecting copy number variations and translocations from Hi-C data,65,2020
"S Wang, S Lee, C Chu, D Jain, P Kerpedjiev, GM Nelson, JM Walsh, ...",,
"Genome biology 21, 1-15",,
"The conserved elongation factor Spn1 is required for normal transcription, histone modifications, and splicing in Saccharomyces cerevisiae",20,2020
"NI Reim, J Chuang, D Jain, BH Alver, PJ Park, F Winston",,
"Nucleic acids research 48 (18), 10241-10258",,
Retrospective evaluation of whole exome and genome mutation calls in 746 cancer samples,,2020
"WU Meyerson, LJ Dursi, LB Wang, G Dong, WW Liang, A Weerasinghe, ...",,
Nature Publishing Group UK,,
Variation across population subgroups of COVID-19 antibody testing performance,2,2020
"HL Brantley, RM Yoo, GI Jones, MA Stock, PJ Park, NE Sheils, IS Kohane",,
"medRxiv, 2020.09. 14.20191833",,
Systematic assessment of tumor purity and its clinical implications,37,2020
"S Haider, S Tyekucheva, D Prandi, NS Fox, J Ahn, AW Xu, A Pantazi, ...",,
"JCO precision oncology 4, 995-1005",,
Identification and genotyping of transposable element insertions from genome sequencing data,13,2020
"C Chu, B Zhao, PJ Park, EA Lee",,
"Current protocols in human genetics 107 (1), e102",,
Sex differences in oncogenic mutational processes,,2020
"SD Prokopec, RX Sun, F Yousif, N Schmitz, F Al-Shahrour, G Atwal, ...",,
Nature Publishing Group UK,,
Epigenetic transcriptional reprogramming by WT1 mediates a repair response during podocyte injury,20,2020
"S Ettou, YL Jung, T Miyoshi, D Jain, K Hiratsuka, V Schumacher, ...",,
"Science Advances 6 (30), eabb5460",,
A user guide for the online exploration and visualization of PCAWG data,31,2020
"MJ Goldman, J Zhang, NA Fonseca, I Cortés-Ciriano, Q Xiang, B Craft, ...",,
"Nature communications 11 (1), 3400",,
Otx2 and Oc1 directly regulate the transcriptional program of cone photoreceptor development,,2020
"N Lonfat, S Wang, CH Lee, J Choi, PJ Park, C Cepko",,
"bioRxiv, 2020.06. 29.177428",,
Parallel RNA and DNA analysis after deep sequencing (PRDD-seq) reveals cell type-specific lineage patterns in human brain,35,2020
"AY Huang, P Li, RE Rodin, SN Kim, Y Dou, CJ Kenny, SK Akula, ...",,
"Proceedings of the National Academy of Sciences 117 (25), 13886-13895",,
INAUGURAL ARTICLE by a Recently Elected Academy Member: Parallel RNA and DNA analysis after deep sequencing (PRDD-seq) reveals cell type-specific lineage patterns in human brain,,2020
"AY Huang, P Li, RE Rodin, SN Kim, Y Dou, CJ Kenny, SK Akula, ...",,
Proceedings of the National Academy of Sciences of the United States of …,,
GiniQC: a measure for quantifying noise in single-cell Hi-C data,5,2020
"CA Horton, BH Alver, PJ Park",,
"Bioinformatics 36 (9), 2902-2904",,
Mechanisms and therapeutic implications of hypermutation in gliomas,437,2020
"M Touat, YY Li, AN Boynton, LF Spurr, JB Iorgulescu, CL Bohrson, ...",,
"Nature 580 (7804), 517-523",,
Genomics of MPNST (GeM) consortium: rationale and study design for multi-omic characterization of NF1-associated and sporadic MPNSTs,16,2020
"DT Miller, I Cortés-Ciriano, N Pillay, AC Hirbe, M Snuderl, MM Bui, ...",,
"Genes 11 (4), 387",,
Immunogenomic profiling determines responses to combined PARP and PD-1 inhibition in ovarian cancer,205,2020
"A Färkkilä, DC Gulhan, J Casado, CA Jacobson, H Nguyen, ...",,
"Nature communications 11 (1), 1459",,
Pan-cancer analysis of whole genomes identifies driver rearrangements promoted by LINE-1 retrotransposition,309,2020
"B Rodriguez-Martin, EG Alvarez, A Baez-Ortega, J Zamora, F Supek, ...",,
"Nature genetics 52 (3), 306-319",,
"Comprehensive analysis of chromothripsis in 2,658 human cancers using whole-genome sequencing",525,2020
"I Cortés-Ciriano, JJK Lee, R Xi, D Jain, YL Jung, L Yang, D Gordenin, ...",,
"Nature genetics 52 (3), 331-341",,
Accurate detection of mosaic variants in sequencing data without matched controls,56,2020
"Y Dou, M Kwon, RE Rodin, I Cortés-Ciriano, R Doan, LJ Luquette, A Galor, ...",,
"Nature biotechnology 38 (3), 314-319",,
The landscape of mutational mosaicism in autistic and normal human cerebral cortex,12,2020
"RE Rodin, Y Dou, M Kwon, MA Sherman, AM D’Gama, RN Doan, ...",,
"bioRxiv, 2020.02. 11.944413",,
Pan-cancer analysis of whole genomes,1639*,2020
"Nature 578 (7793), 82-93",,
Genomic footprints of activated telomere maintenance mechanisms in cancer,,2020
"C Hong, SD Koser, P Ginsbach, K Kleinheinz, DM Braun, R Xi, R Kabbe, ...",,
Nature Publishing Group UK,,
Genomic footprints of activated telomere maintenance mechanisms in cancer,102,2020
"L Sieverling, C Hong, SD Koser, P Ginsbach, K Kleinheinz, B Hutter, ...",,
"Nature communications 11 (1), 733",,
Variation across population subgroups of COVID-19 antibody testing performance (preprint),,2020
"HL Brantley, RM Yoo, GI Jones, MA Stock, PJ Park, NE Sheils, IS Kohane",,
Genomic determinants of de novo resistance to immune checkpoint blockade in mismatch repair–deficient endometrial cancer,9,2020
"DC Gulhan, E Garcia, EK Lee, NI Lindemann, JF Liu, UA Matulonis, ...",,
JCO precision oncology 4,,
Global impact of somatic structural variation on the DNA methylome of human cancers,31,2019
"Y Zhang, L Yang, M Kucherlapati, A Hadjipanayis, A Pantazi, CA Bristow, ...",,
"Genome biology 20, 1-24",,
An enhanced genetic model of colorectal cancer progression history,37,2019
"L Yang, S Wang, JJK Lee, S Lee, E Lee, E Shinbrot, DA Wheeler, ...",,
"Genome biology 20, 1-17",,
MicroRNA-29a activates a multi-component growth and invasion program in glioblastoma,24,2019
"Y Zhao, W Huang, TM Kim, Y Jung, LG Menon, H Xing, H Li, RS Carroll, ...",,
"Journal of Experimental & Clinical Cancer Research 38, 1-13",,
Tibanna: software for scalable execution of portable pipelines on the cloud,10,2019
"S Lee, J Johnson, C Vitzthum, K K?rl?, BH Alver, PJ Park",,
"Bioinformatics 35 (21), 4424-4426",,
Patient-customized oligonucleotide therapy for a rare genetic disease,499,2019
"J Kim, C Hu, C Moufawad El Achkar, LE Black, J Douville, A Larson, ...",,
"New England Journal of Medicine 381 (17), 1644-1652",,
Somatic mutation cell lineage analysis reveals progressive clonal determination in human embryo,1,2019
"S Bizzotto, J Ganz, Y Dou, RN Doan, E Maury, M Kwon, T Bae, A Abyzov, ...",,
"EUROPEAN JOURNAL OF HUMAN GENETICS 27, 1154-1154",,
Identification of somatic mutations in single cell DNA-seq using a spatial model of allelic imbalance,79,2019
"LJ Luquette, CL Bohrson, MA Sherman, PJ Park",,
"Nature communications 10 (1), 3908",,
Small-molecule and CRISPR screening converge to reveal receptor tyrosine kinase dependencies in pediatric rhabdoid tumors,27,2019
"EM Oberlick, MG Rees, B Seashore-Ludlow, F Vazquez, GM Nelson, ...",,
"Cell reports 28 (9), 2331-2344. e8",,
Tracing oncogene rearrangements in the mutational history of lung adenocarcinoma,170,2019
"JJK Lee, S Park, H Park, S Kim, J Lee, J Lee, J Youk, K Yi, Y An, IK Park, ...",,
"Cell 177 (7), 1842-1857. e21",,
Detecting the mutational signature of homologous recombination deficiency in clinical samples,240,2019
"DC Gulhan, JJK Lee, GEM Melloni, I Cortes-Ciriano, PJ Park",,
"Nature genetics 51 (5), 912-919",,
MDM2 and MDM4 are therapeutic vulnerabilities in malignant rhabdoid tumors,53,2019
"TP Howard, TE Arnoff, MR Song, AO Giacomelli, X Wang, AL Hong, ...",,
"Cancer research 79 (9), 2404-2414",,
BRD9 defines a SWI/SNF sub-complex and constitutes a specific vulnerability in malignant rhabdoid tumors,156,2019
"X Wang, S Wang, EC Troisi, TP Howard, JR Haswell, BK Wolf, WH Hawk, ...",,
"Nature communications 10 (1), 1881",,
Linked-read analysis identifies mutations in single-cell DNA-sequencing data,84,2019
"CL Bohrson, AR Barton, MA Lodato, RE Rodin, LJ Luquette, ...",,
"Nature genetics 51 (4), 749-754",,
Complete Genome Sequence of Rhodococcus erythropolis Phage Shuman,,2019
"S Ponce Reyes, PJ Park, D Kaluka, JM Washington",,
"Microbiology Resource Announcements 8 (13), 10.1128/mra. 00113-19",,
A dynamic and integrated epigenetic program at distal regions orchestrates transcriptional responses to VEGFA,14,2019
"S Wang, J Chen, SP Garcia, X Liang, F Zhang, P Yan, H Yu, W Wei, Z Li, ...",,
"Genome Research 29 (2), 193-207",,
