TITLE,CITED BY,YEAR
PixMatch: Unsupervised Domain Adaptation via Pixelwise Consistency Training,108,2021
"L Melas-Kyriazi, AK Manrai",,
Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern …,,
"Physicians, probabilities, and populations—estimating the likelihood of disease for common clinical scenarios",1,2021
AK Manrai,,
"JAMA Internal Medicine 181 (6), 756-757",,
Removing race from kidney function estimates—reply,4,2021
"JA Diao, NR Powe, AK Manrai",,
"JAMA 325 (19), 2018-2019",,
Harmonizing the collection of clinical data on genetic testing requisition forms to enhance variant interpretation in hypertrophic cardiomyopathy (HCM): a study from the …,8,2021
"A Morales, A Ing, C Antolik, C Austin-Tse, LM Baudhuin, L Bronicki, ...",,
"The Journal of Molecular Diagnostics 23 (5), 589-598",,
"Comparisons of polyexposure, polygenic, and clinical risk scores in risk prediction of type 2 diabetes",42,2021
"Y He, CM Lakhani, D Rasooly, AK Manrai, I Tzoulaki, CJ Patel",,
"Diabetes Care 44 (4), 935-943",,
Association of 152 biomarker reference intervals with all-cause mortality in participants of a general United States Survey from 1999 to 2010,3,2021
"N Pho, AK Manrai, JT Leppert, GM Chertow, JPA Ioannidis, CJ Patel",,
"Clinical chemistry 67 (3), 500-507",,
In search of a better equation—performance and equity in estimates of kidney function,109,2021
"JA Diao, LA Inker, AS Levey, H Tighiouart, NR Powe, AK Manrai",,
"New England Journal of Medicine 384 (5), 396-399",,
Clinical implications of removing race from estimates of kidney function,131,2021
"JA Diao, GJ Wu, HA Taylor, JK Tucker, NR Powe, IS Kohane, AK Manrai",,
"JAMA 325 (2), 184-186",,
What about the environment? Leveraging multi-omic datasets to characterize the environment’s role in human health,1*,2021
"MH K Passero, S Setia-Verma, K McAllister, AK Manrai, CJ Patel",,
Pacific Symposium on Biocomputing,,
Scalability and cost-effectiveness analysis of whole genome-wide association studies on Google Cloud Platform and Amazon Web Services,20,2020
"I Krissaane, C De Niz, A Gutiérrez-Sacristán, G Korodi, N Ede, R Kumar, ...",,
"Journal of the American Medical Informatics Association 27 (9), 1425-1430",,
Progress in characterizing the human exposome: a key step for precision medicine,13,2020
"F Martin-Sanchez, R Bellazzi, V Casella, W Dixon, G Lopez-Campos, ...",,
"Yearbook of medical informatics 29 (01), 115-120",,
Escaping the COVID-19 Testing Paradox,,2020
"A Manrai, KD Mandl",,
Available at SSRN 3612991,,
Prediction of chronological and biological age from laboratory data,25,2020
"L Sagers, L Melas-Kyriazi, CJ Patel, AK Manrai",,
"Aging 12 (9), 7626-7638",,
Challenges to the reproducibility of machine learning models in health care,260,2020
"AL Beam, AK Manrai, M Ghassemi",,
"JAMA 323 (4), 305-306",,
Identifying communities at risk for COVID-19-related burden across 500 US Cities and within New York City (preprint),,2020
"C Patel, A Deonarine, G Lyons, C Lakhani, A Manrai",,
Poly-exposure and poly-genomic scores implicate prominent roles of non-genetic and demographic factors in four common diseases in the UK,5,2019
"Y He, CM Lakhani, AK Manrai, CJ Patel",,
"BioRxiv, 833632",,
Signals among signals: prioritizing nongenetic associations in massive data sets,19,2019
"AK Manrai, JPA Ioannidis, CJ Patel",,
"American Journal of Epidemiology 188 (5), 846-850",,
Author correction: Repurposing large health insurance claims data to estimate genetic and environmental contributions in 560 phenotypes.,1,2019
"CM Lakhani, BT Tierney, AK Manrai, J Yang, PM Visscher, CJ Patel",,
Nature Genetics,,
"Potential excessive testing at scale: biomarkers, genomics, and machine learning",32,2019
"KD Mandl, AK Manrai",,
"JAMA 321 (8), 739-740",,
Repurposing large health insurance claims data to estimate genetic and environmental contributions in 560 phenotypes,75,2019
"CM Lakhani, BT Tierney, AK Manrai, J Yang, PM Visscher, CJ Patel",,
Nature Genetics,,
