TITLE,CITED BY,YEAR
"Nature genetics 53 (8), 1243-1249",,
Significance testing for small annotations in stratified LD-Score regression,13,2021
"KC Tashman, R Cui, LJ O’Connor, BM Neale, HK Finucane",,
"medRxiv, 2021.03. 13.21249938",,
Functionally informed fine-mapping and polygenic localization of complex trait heritability,200,2020
"O Weissbrod, F Hormozdiari, C Benner, R Cui, J Ulirsch, S Gazal, ...",,
"Nature genetics 52 (12), 1355-1363",,
Negative short-range genomic autocorrelation of causal effects on human complex traits,4,2020
"AP Schoech, O Weissbrod, LJ O’Connor, N Patterson, H Shi, Y Reshef, ...",,
"bioRxiv, 2020.09. 23.310748",,
Quantifying genetic effects on disease mediated by assayed gene expression levels,214,2020
"DW Yao, LJ O’connor, AL Price, A Gusev",,
"Nature genetics 52 (6), 626-633",,
Maximum likelihood embedding of logistic random dot product graphs,3,2020
"LJ O'Connor, M Medard, S Feizi",,
"Proceedings of the AAAI Conference on Artificial Intelligence 34 (04), 5289-5297",,
Shared genetic and experimental links between obesity-related traits and asthma subtypes in UK Biobank,255,2020
"Z Zhu, Y Guo, H Shi, CL Liu, RA Panganiban, W Chung, LJ O'Connor, ...",,
"Journal of Allergy and Clinical Immunology 145 (2), 537-549",,
"Target genes, variants, tissues and transcriptional pathways influencing human serum urate levels",277,2019
"A Tin, J Marten, VL Halperin Kuhns, Y Li, M Wuttke, H Kirsten, KB Sieber, ...",,
"Nature genetics 51 (10), 1459-1474",,
Functional disease architectures reveal unique biological role of transposable elements,14,2019
"F Hormozdiari, B van de Geijn, J Nasser, O Weissbrod, S Gazal, CJT Ju, ...",,
"Nature communications 10 (1), 4054",,
Extreme polygenicity of complex traits is explained by negative selection,198,2019
"LJ O'Connor, AP Schoech, F Hormozdiari, S Gazal, N Patterson, AL Price",,
"The American Journal of Human Genetics 105 (3), 456-476",,
Genes with high network connectivity are enriched for disease heritability,53,2019
"SS Kim, C Dai, F Hormozdiari, B van de Geijn, S Gazal, Y Park, ...",,
"The American Journal of Human Genetics 104 (5), 896-913",,
Quantification of frequency-dependent genetic architectures in 25 UK Biobank traits reveals action of negative selection,104,2019
"AP Schoech, DM Jordan, PR Loh, S Gazal, LJ O’Connor, DJ Balick, ...",,
"Nature communications 10 (1), 790",,
"German Chronic Kidney Disease Study; Lifelines Cohort Study; VA Million Veteran Program. Target genes, variants, tissues and transcriptional pathways influencing human serum …",19,2019
"A Tin, J Marten, VL Halperin Kuhns, Y Li, M Wuttke, H Kirsten, KB Sieber, ...",,
"Nat Genet 51 (1459-1474), 31578528",,
Genetic Architecture of Common Diseases and Complex Traits,1,2019
LJ O'Connor,,
Harvard University,,
