TITLE,CITED BY,YEAR
"ALM Tan, EJ Getzen, MR Hutch, ZH Strasser, A Gutiérrez-Sacristán, TT Le, ...",,
"Journal of biomedical informatics 139, 104306",,
Characterizing the use of the ICD-10 code for long COVID in 3 US healthcare systems,2,2023
"HG Zhang, JP Honerlaw, M Maripuri, MJ Samayamuthu, ...",,
"medRxiv, 2023.02. 12.23285701",,
"Mapping the lymphatic system across body scales and expertise domains: A report from the 2021 National Heart, Lung, and Blood Institute workshop at the Boston Lymphatic Symposium",6,2023
"D Singhal, K Börner, EL Chaikof, M Detmar, M Hollmén, JJ Iliff, M Itkin, ...",,
"Frontiers in Physiology 14, 1099403",,
Acute respiratory distress syndrome after SARS-CoV-2 infection on young adult population: International observational federated study based on electronic health records through …,4,2023
"B Moal, A Orieux, T Ferté, A Neuraz, GA Brat, P Avillach, CL Bonzel, T Cai, ...",,
"Plos one 18 (1), e0266985",,
Disparity in the Evolving COVID-19 Collaboration Network (preprint),,2023
"H Xu, R Rahman, A Jaiswal, J Fensel, A Peri, K Peri, GM Weber, Y Ding",,
Characterizing the use of the ICD-10 Code for Long COVID in 3 US Healthcare Systems (preprint),,2023
"HG Zhang, JP Honerlaw, M Maripuri, MJ Samayamuthu, ...",,
Long-term kidney function recovery and mortality after COVID-19-associated acute kidney injury: an international multi-centre observational cohort study,36,2023
"BWL Tan, BWQ Tan, ALM Tan, ER Schriver, A Gutiérrez-Sacristán, P Das, ...",,
EClinicalMedicine 55,,
Tissue registration and exploration user interfaces in support of a human reference atlas,6,2022
"K Börner, A Bueckle, BW Herr, LE Cross, EM Quardokus, EG Record, Y Ju, ...",,
"Communications Biology 5 (1), 1369",,
Hospitalizations associated with mental health conditions among adolescents in the US and France during the COVID-19 pandemic,9,2022
"A Gutiérrez-Sacristán, A Serret-Larmande, MR Hutch, C Sáez, BJ Aronow, ...",,
"JAMA Network Open 5 (12), e2246548-e2246548",,
"Confederated learning in healthcare: Training machine learning models using disconnected data separated by individual, data type and identity for Large-Scale health system …",12,2022
"D Liu, K Fox, G Weber, T Miller",,
"Journal of Biomedical Informatics 134, 104151",,
SurvMaximin: robust federated approach to transporting survival risk prediction models,22,2022
"X Wang, HG Zhang, X Xiong, C Hong, GM Weber, GA Brat, CL Bonzel, ...",,
"Journal of biomedical informatics 134, 104176",,
Multiview incomplete knowledge graph integration with application to cross-institutional ehr data harmonization,14,2022
"D Zhou, Z Gan, X Shi, A Patwari, E Rush, CL Bonzel, VA Panickan, ...",,
"Journal of Biomedical Informatics 133, 104147",,
SlowMoMan: A web app for discovery of important features along user-drawn trajectories in 2D embeddings,,2022
"K Deol, GM Weber, YW Yu",,
"bioRxiv, 2022.08. 23.505019",,
International electronic health record-derived post-acute sequelae profiles of COVID-19 patients,21,2022
"HG Zhang, A Dagliati, Z Shakeri Hossein Abad, X Xiong, CL Bonzel, Z Xia, ...",,
"NPJ digital medicine 5 (1), 81",,
International comparisons of laboratory values from the 4CE collaborative to predict COVID-19 mortality,9,2022
"GM Weber, C Hong, Z Xia, NP Palmer, P Avillach, S L’yi, MS Keller, ...",,
"NPJ digital medicine 5 (1), 74",,
Changes in laboratory value improvement and mortality rates over the course of the pandemic: an international retrospective cohort study of hospitalised patients infected with …,6,2022
"C Hong, HG Zhang, S L'Yi, G Weber, P Avillach, BWQ Tan, ...",,
"BMJ open 12 (6), e057725",,
Distinguishing admissions specifically for COVID-19 from incidental SARS-CoV-2 admissions: national retrospective electronic health record study,29,2022
"JG Klann, ZH Strasser, MR Hutch, CJ Kennedy, JS Marwaha, M Morris, ...",,
"Journal of medical Internet research 24 (5), e37931",,
Antiplatelet medications and risk of intracranial hemorrhage in patients with metastatic brain tumors,4,2022
"EJ Miller, R Patell, EJ Uhlmann, S Ren, H Southard, P Elavalakanar, ...",,
"Blood Advances 6 (5), 1559-1565",,
Distinguishing admissions specifically for COVID-19 from incidental SARS-CoV-2 admissions: a national EHR research Consortium study,4,2022
"JG Klann, ZH Strasser, MR Hutch, CJ Kennedy, JS Marwaha, M Morris, ...",,
Informative Missingness: What can we learn from patterns in missing laboratory data in the electronic health record?(preprint),,2022
"ALM Tan, E Getzen, M Hutch, Z Strasser, A Gutiérrez-Sacristán, T Le, ...",,
SurvMaximin: Robust Federated Approach to Transporting Survival Risk Prediction Models (preprint),,2022
"X Wang, HG Zhang, X Xiong, C Hong, GM Weber, GA Brat, CL Bonzel, ...",,
ATLAS: an automated association test using probabilistically linked health records with application to genetic studies,,2021
"HG Zhang, BP Hejblum, GM Weber, NP Palmer, SE Churchill, P Szolovits, ...",,
"Journal of the American Medical Informatics Association 28 (12), 2582-2592",,
Authorship correction: international changes in COVID-19 clinical trajectories across 315 hospitals and 6 countries: retrospective cohort study,1,2021
"GM Weber, HG Zhang, S L'Yi, CL Bonzel, C Hong, P Avillach, ...",,
"Journal of Medical Internet Research 23 (11), e34625",,
"Anatomical structures, cell types and biomarkers of the Human Reference Atlas",80,2021
"K Börner, SA Teichmann, EM Quardokus, JC Gee, K Browne, ...",,
"Nature cell biology 23 (11), 1117-1128",,
International changes in COVID-19 clinical trajectories across 315 hospitals and 6 countries: retrospective cohort study,16,2021
"GM Weber, HG Zhang, S L'Yi, CL Bonzel, C Hong, P Avillach, ...",,
"Journal of medical Internet research 23 (10), e31400",,
Productivity spillovers in two overlapping networks,4,2021
"W Cheng, G Weber",,
"Spatial Economic Analysis 16 (4), 422-448",,
Validation of an internationally derived patient severity phenotype to support COVID-19 analytics from electronic health record data,32,2021
"JG Klann, H Estiri, GM Weber, B Moal, P Avillach, C Hong, ALM Tan, ...",,
"Journal of the American Medical Informatics Association 28 (7), 1411-1420",,
Expected 10-anonymity of HyperLogLog sketches for federated queries of clinical data repositories,1,2021
"Z Tao, GM Weber, YW Yu",,
"Bioinformatics 37 (Supplement_1), i151-i160",,
International analysis of electronic health records of children and youth hospitalized with COVID-19 infection in 6 countries,29,2021
"FT Bourgeois, A Gutiérrez-Sacristán, MS Keller, M Liu, C Hong, ...",,
"JAMA network open 4 (6), e2112596-e2112596",,
Development of a COVID-19 Application Ontology for the ACT Network,2,2021
"S Visweswaran, MJ Samayamuthu, M Morris, GM Weber, D MacFadden, ...",,
medRxiv,,
Development of a coronavirus disease 2019 (COVID-19) application ontology for the accrual to clinical trials (ACT) network,9,2021
"S Visweswaran, MJ Samayamuthu, M Morris, GM Weber, D MacFadden, ...",,
"JAMIA open 4 (2), ooab036",,
"Machine learning for patient risk stratification: standing on, or looking over, the shoulders of clinicians?",98,2021
"BK Beaulieu-Jones, W Yuan, GA Brat, AL Beam, G Weber, M Ruffin, ...",,
"NPJ digital medicine 4 (1), 62",,
What every reader should know about studies using electronic health record data but may be afraid to ask,87,2021
"IS Kohane, BJ Aronow, P Avillach, BK Beaulieu-Jones, R Bellazzi, ...",,
"Journal of medical Internet research 23 (3), e22219",,
"The National COVID Cohort Collaborative (N3C): rationale, design, infrastructure, and deployment",394,2021
"MA Haendel, CG Chute, TD Bennett, DA Eichmann, J Guinney, WA Kibbe, ...",,
"Journal of the American Medical Informatics Association 28 (3), 427-443",,
International comparisons of harmonized laboratory value trajectories to predict severe covid-19: Leveraging the 4ce collaborative across 342 hospitals and 6 countries: A …,17,2021
"GM Weber, C Hong, NP Palmer, P Avillach, SN Murphy, ...",,
medRxiv,,
Development of a COVID-19 Application Ontology for the ACT Network (preprint),,2021
"S Visweswaran, MJ Samayamuthu, M Morris, GM Weber, D MacFadden, ...",,
International changes in COVID-19 clinical trajectories across 315 hospitals and 6 countries: a 4CE Consortium study,2,2021
"GM Weber, HG Zhang, S L’Yi",,
JMIR Preprints,,
Balancing accuracy and privacy in federated queries of clinical data repositories: Algorithm development and validation,6,2020
"YW Yu, GM Weber",,
"Journal of medical Internet research 22 (11), e18735",,
Validation of a derived international patient severity algorithm to support COVID-19 analytics from electronic health record data,12,2020
"JG Klann, GM Weber, H Estiri, B Moal, P Avillach, C Hong, V Castro, ...",,
"medRxiv, 2020.10. 13.20201855",,
International electronic health record-derived COVID-19 clinical course profiles: the 4CE consortium,176,2020
"GA Brat, GM Weber, N Gehlenborg, P Avillach, NP Palmer, L Chiovato, ...",,
"NPJ digital medicine 3 (1), 109",,
"Construction and usage of a human body common coordinate framework comprising clinical, semantic, and spatial ontologies",3,2020
"K Börner, EM Quardokus, BW Herr II, LE Cross, EG Record, Y Ju, ...",,
arXiv preprint arXiv:2007.14474,,
Anticoagulation after intracranial hemorrhage in brain tumors: risk of recurrent hemorrhage and venous thromboembolism,16,2020
"BJ Carney, EJ Uhlmann, M Puligandla, C Mantia, GM Weber, ...",,
"Research and Practice in Thrombosis and Haemostasis 4 (5), 860-865",,
EHR-independent predictive decision support architecture based on OMOP,17,2020
"P Unberath, HU Prokosch, J Gründner, M Erpenbeck, C Maier, ...",,
"Applied clinical informatics 11 (03), 399-404",,
"Conceptual design, implementation, and evaluation of generic and Standard-Compliant data transfer into electronic health records",9,2020
"R Blitz, M Dugas",,
"Applied Clinical Informatics 11 (03), 374-386",,
Hyperminhash: Minhash in loglog space,21,2020
"YW Yu, GM Weber",,
"IEEE transactions on knowledge and data engineering 34 (1), 328-339",,
Considerations for using the vasculature as a coordinate system to map all the cells in the human body,21,2020
"GM Weber, Y Ju, K Börner",,
"Frontiers in cardiovascular medicine 7, 29",,
Validation of an electronic health record–based suicide risk prediction modeling approach across multiple health care systems,62,2020
"Y Barak-Corren, VM Castro, MK Nock, KD Mandl, EM Madsen, A Seiger, ...",,
"JAMA network open 3 (3), e201262-e201262",,
Validation of a Derived International Patient Severity Phenotype to Support COVID-19 Analytics from Electronic Health Record Data,,2020
"JG Klann, GM Weber, H Estiri, B Moal, P Avillach, C Hong, VM Castro, ...",,
"Interdisciplinary R&D Performance: The Role of Knowledge Variety, Dissimilarity & Complementarities",,2020
"T Caner, M Appleyard, BB Tyler, G Weber",,
"Academy of Management Proceedings 2020 (1), 20636",,
Federated queries of clinical data repositories: Balancing accuracy and privacy,3,2019
"YW Yu, GM Weber",,
"Biorxiv, 841072",,
Recurrent intracranial hemorrhage and venous thromboembolism following initial intracranial hemorrhage in patients with brain tumors on anticoagulation,1,2019
"BJ Carney, EJ Uhlmann, M Puligandla, C Mantia, GM Weber, ...",,
"Blood 134, 2438",,
Information extraction from echocardiography reports for a clinical follow-up study—comparison of extracted variables intended for general use in a data warehouse with those …,3,2019
"M Kaspar, C Morbach, G Fette, M Ertl, LK Seidlmayer, J Krebs, G Dietrich, ...",,
"Methods of Information in Medicine 58 (04/05), 140-150",,
"Venous Thromboembolism Prophylaxis: Safe, but Still Provocative?",,2019
"PE Pelargos, IF Dunn",,
"Thrombosis and Haemostasis 119 (11), 1716-1718",,
The human body at cellular resolution: the NIH Human Biomolecular Atlas Program,369,2019
Caltech-UW TMC Cai Long lcai@ caltech. edu 21 b Shendure Jay 9 Trapnell Cole ...,,
"Nature 574 (7777), 187-192",,
Confederated machine learning on horizontally and vertically separated medical data for large-scale health system intelligence,12,2019
"D Liu, K Fox, G Weber, T Miller",,
arXiv preprint arXiv:1910.02109,,
"The Influence of Scientists’ Knowledge Diversity, Dissimilarity, and Experience on Publications",1,2019
"T Caner, M Appleyard, BB Tyler, G Weber",,
"Academy of Management Proceedings 2019 (1), 19210",,
Probabilistic record linkage of de-identified research datasets with discrepancies using diagnosis codes,36,2019
"BP Hejblum, GM Weber, KP Liao, NP Palmer, S Churchill, NA Shadick, ...",,
"Scientific data 6 (1), 1-11",,
Clinical concept embeddings learned from massive sources of multimodal medical data,213,2019
"AL Beam, B Kompa, A Schmaltz, I Fried, G Weber, N Palmer, X Shi, T Cai, ...",,
"Pacific Symposium on Biocomputing 2020, 295-306",,
The power of research networking systems to find experts and facilitate collaboration,5,2019
"GM Weber, LA Yuan",,
Strategies for Team Science Success: Handbook of Evidence-Based Principles …,,
Intracranial hemorrhage with direct oral anticoagulants in patients with brain tumors,99,2019
"BJ Carney, EJ Uhlmann, M Puligandla, C Mantia, GM Weber, ...",,
"Journal of Thrombosis and Haemostasis 17 (1), 72-76",,
