TITLE,CITED BY,YEAR
A Contemporary Analysis of Medicolegal Issues in Obstetric Anesthesia Between 2005 and 2015,1,2020
"VP Kovacheva, EY Brovman, P Greenberg, E Song, A Palanisamy, ...",,
"Obstetric Anesthesia Digest 40 (1), 2",,
Novel Artificial-intelligence-powered Algorithm To Personalize Hemodynamic Management In Patients Presenting For Cesarean Delivery Under Spinal Anesthesia. A2006,1,2020
"V Kovacheva, RY Cohen, W Armero, YK Chen, K Andriole",,
Anesthesiology Annual Meeting,,
A contemporary analysis of medicolegal issues in obstetric anesthesia between 2005 and 2015,32,2019
"VP Kovacheva, EY Brovman, P Greenberg, E Song, A Palanisamy, ...",,
"Anesthesia & Analgesia 128 (6), 1199-1207",,
"Efficacy of phenylephrine in preventing hemodynamic responses of oxytocin during elective cesarean section: A randomized, double-blind, controlled trial",2,2019
"M Mohta, V Kumar, R Agarwal, GT Chilkoti, S Duggal",,
"Annals of the National Academy of Medical Sciences (India) 55 (01), 048-053",,
