TITLE,CITED BY,YEAR
"Regional Anesthesia and Pain Medicine 47 (10), 589-591",,
SurvMaximin: robust federated approach to transporting survival risk prediction models,22,2022
"X Wang, HG Zhang, X Xiong, C Hong, GM Weber, GA Brat, CL Bonzel, ...",,
"Journal of biomedical informatics 134, 104176",,
Multiview incomplete knowledge graph integration with application to cross-institutional ehr data harmonization,14,2022
"D Zhou, Z Gan, X Shi, A Patwari, E Rush, CL Bonzel, VA Panickan, ...",,
"Journal of Biomedical Informatics 133, 104147",,
Machine learning nonresponse adjustment of patient-reported opioid consumption data to enable consumption-informed postoperative opioid prescribing guidelines,2,2022
"CJ Kennedy, JS Marwaha, BR Beaulieu-Jones, PN Scalise, KA Robinson, ...",,
"Surgery in practice and science 10, 100098",,
Who doesn’t fit? A multi-institutional study using machine learning to uncover the limits of opioid prescribing guidelines,6,2022
"KY Justin, JS Marwaha, CJ Kennedy, KA Robinson, A Fleishman, ...",,
"Surgery 172 (2), 655-662",,
Association of postsurgical opioid refills for patients with risk of opioid misuse and chronic opioid use among family members,3,2022
"D Agniel, GA Brat, JS Marwaha, K Fox, D Knecht, HL Paz, MC Bicket, ...",,
"JAMA Network Open 5 (7), e2221316-e2221316",,
International electronic health record-derived post-acute sequelae profiles of COVID-19 patients,21,2022
"HG Zhang, A Dagliati, Z Shakeri Hossein Abad, X Xiong, CL Bonzel, Z Xia, ...",,
"NPJ digital medicine 5 (1), 81",,
International comparisons of laboratory values from the 4CE collaborative to predict COVID-19 mortality,9,2022
"GM Weber, C Hong, Z Xia, NP Palmer, P Avillach, S L’yi, MS Keller, ...",,
"NPJ digital medicine 5 (1), 74",,
Changes in laboratory value improvement and mortality rates over the course of the pandemic: an international retrospective cohort study of hospitalised patients infected with …,6,2022
"C Hong, HG Zhang, S L'Yi, G Weber, P Avillach, BWQ Tan, ...",,
"BMJ open 12 (6), e057725",,
Distinguishing admissions specifically for COVID-19 from incidental SARS-CoV-2 admissions: national retrospective electronic health record study,29,2022
"JG Klann, ZH Strasser, MR Hutch, CJ Kennedy, JS Marwaha, M Morris, ...",,
"Journal of medical Internet research 24 (5), e37931",,
Effective communication of personalized risks and patient preferences during surgical informed consent using data visualization: qualitative semistructured interview study with …,6,2022
"U Gisladottir, D Nakikj, R Jhunjhunwala, J Panton, G Brat, N Gehlenborg",,
"JMIR Human Factors 9 (2), e29118",,
AI for Enhancing Public Health,,2022
"W Gordon, K Boell, GA Brat, SL Rudman",,
NEJM Catalyst Innovations in Care Delivery 3 (2),,
Machine Learning to Improve Opioid Prescribing Practices,,2022
GA Brat,,
NEJM Catalyst Innovations in Care Delivery 3 (2),,
"Design, implementation, and clinical impact of a machine learning–assisted intervention bundle to improve opioid prescribing",5,2022
"JS Marwaha, BR Beaulieu-Jones, CJ Kennedy, LA Nathanson, ...",,
"NEJM Catalyst Innovations in Care Delivery 3 (4), CAT. 21.0477",,
Distinguishing admissions specifically for COVID-19 from incidental SARS-CoV-2 admissions: a national EHR research Consortium study,4,2022
"JG Klann, ZH Strasser, MR Hutch, CJ Kennedy, JS Marwaha, M Morris, ...",,
"Surgical Residency Programs Should Leverage Recent Advances in National Policy, Real-World Data, and Public Opinion to Improve Post-Surgery Opioid Prescribing",,2022
"JS Marwaha, CJ Kennedy, GA Brat",,
"Journal of Graduate Medical Education 14 (1), 25-29",,
Comparing clinician consensus recommendations to patient-reported opioid use across multiple hospital systems,17,2022
"KA Robinson, CA Thiels, S Stokes, S Duncan, M Feranil, A Fleishman, ...",,
"Annals of surgery 275 (2), e361-e365",,
"Deploying digital health tools within large, complex health systems: key considerations for adoption and implementation",93,2022
"JS Marwaha, AB Landman, GA Brat, T Dunn, WJ Gordon",,
"NPJ digital medicine 5 (1), 13",,
Informative Missingness: What can we learn from patterns in missing laboratory data in the electronic health record?(preprint),,2022
"ALM Tan, E Getzen, M Hutch, Z Strasser, A Gutiérrez-Sacristán, T Le, ...",,
SurvMaximin: Robust Federated Approach to Transporting Survival Risk Prediction Models (preprint),,2022
"X Wang, HG Zhang, X Xiong, C Hong, GM Weber, GA Brat, CL Bonzel, ...",,
A real-time spatiotemporal AI model analyzes skill in open surgical videos,12,2021
"ED Goodman, KK Patel, Y Zhang, W Locke, CJ Kennedy, R Mehrotra, ...",,
arXiv preprint arXiv:2112.07219,,
A real-time spatiotemporal AI model analyzes skill in open surgical videos,1,2021
"S Yeung, E Goodman, K Patel, Y Zhang, W Locke, C Kennedy, ...",,
"Comment on: Truth and truthiness: evidence, experience and clinical judgement in surgery",3,2021
"JS Marwaha, B Beaulieu-Jones, W Yuan, GA Brat",,
"British Journal of Surgery 108 (12), e417-e417",,
Evolving phenotypes of non-hospitalized patients that indicate long COVID,119,2021
"H Estiri, ZH Strasser, GA Brat, YR Semenov, CJ Patel, SN Murphy",,
"BMC medicine 19, 1-10",,
Authorship correction: international changes in COVID-19 clinical trajectories across 315 hospitals and 6 countries: retrospective cohort study,1,2021
"GM Weber, HG Zhang, S L'Yi, CL Bonzel, C Hong, P Avillach, ...",,
"Journal of Medical Internet Research 23 (11), e34625",,
A Nonresponse-adjusted Text Message-to-Web Survey Provides Sustainable Post-discharge Opioid Consumption Data From Surgical Patients,,2021
"CJ Kennedy, JS Marwaha, P Scalise, K Robinson, B Booth, A Fleishman, ...",,
"Journal of the American College of Surgeons 233 (5), e95",,
Implicit Surgeon Perceptions of Patient Personas: a Framework for Surgical Informed Consent Design,,2021
"J Panton, JS Marwaha, G Brat",,
"Journal of the American College of Surgeons 233 (5), S130",,
International changes in COVID-19 clinical trajectories across 315 hospitals and 6 countries: retrospective cohort study,16,2021
"GM Weber, HG Zhang, S L'Yi, CL Bonzel, C Hong, P Avillach, ...",,
"Journal of medical Internet research 23 (10), e31400",,
Effects of night surgery on postoperative mortality and morbidity: a multicentre cohort study,31,2021
"FC Althoff, LJ Wachtendorf, P Rostin, P Santer, MS Schaefer, X Xu, ...",,
"BMJ Quality & Safety 30 (8), 678-688",,
Nonresponse adjustment using clinical and perioperative patient characteristics is critical for understanding post-discharge opioid consumption,2,2021
"CJ Kennedy, JS Marwaha, PN Scalise, KA Robinson, B Booth, ...",,
"medRxiv, 2021.07. 02.21259901",,
Reducing postoperative opioid pill prescribing via a quality improvement approach,7,2021
"KD Stensland, P Chang, D Jiang, D Canes, A Berkenwald, A Waisman, ...",,
"International Journal for Quality in Health Care 33 (3), mzab099",,
Validation of an internationally derived patient severity phenotype to support COVID-19 analytics from electronic health record data,32,2021
"JG Klann, H Estiri, GM Weber, B Moal, P Avillach, C Hong, ALM Tan, ...",,
"Journal of the American Medical Informatics Association 28 (7), 1411-1420",,
International analysis of electronic health records of children and youth hospitalized with COVID-19 infection in 6 countries,29,2021
"FT Bourgeois, A Gutiérrez-Sacristán, MS Keller, M Liu, C Hong, ...",,
"JAMA network open 4 (6), e2112596-e2112596",,
Overwhelmed Hospitals May Soon Lead to Overwhelmed Rehabilitation Facilities Unless Post–Acute Care Infrastructure Is Strengthened,3,2021
"JS Marwaha, CM Terzic, DJ Kennedy, J Halamka, GA Brat",,
"American journal of physical medicine & rehabilitation 100 (5), 441-442",,
"Machine learning for patient risk stratification: standing on, or looking over, the shoulders of clinicians?",98,2021
"BK Beaulieu-Jones, W Yuan, GA Brat, AL Beam, G Weber, M Ruffin, ...",,
"NPJ digital medicine 4 (1), 62",,
What every reader should know about studies using electronic health record data but may be afraid to ask,87,2021
"IS Kohane, BJ Aronow, P Avillach, BK Beaulieu-Jones, R Bellazzi, ...",,
"Journal of medical Internet research 23 (3), e22219",,
International comparisons of harmonized laboratory value trajectories to predict severe covid-19: Leveraging the 4ce collaborative across 342 hospitals and 6 countries: A …,17,2021
"GM Weber, C Hong, NP Palmer, P Avillach, SN Murphy, ...",,
medRxiv,,
Repurposing Billing And Administrative Terminologies As Instruments Of Public Health: Lessons From The COVID-19 Pandemic,1,2021
"JS Marwaha, JD Halamka, GA Brat, WJ Gordon",,
Health Affairs Forefront,,
Evolving Phenotypes of non-hospitalized Patients that Indicate Long Covid (preprint),,2021
"H Estiri, Z Strasser, G Brat, Y Semenov, C Patel, S Murphy",,
International changes in COVID-19 clinical trajectories across 315 hospitals and 6 countries: a 4CE Consortium study,2,2021
"GM Weber, HG Zhang, S L’Yi",,
JMIR Preprints,,
Validation of a derived international patient severity algorithm to support COVID-19 analytics from electronic health record data,12,2020
"JG Klann, GM Weber, H Estiri, B Moal, P Avillach, C Hong, V Castro, ...",,
"medRxiv, 2020.10. 13.20201855",,
Data visualization for surgical informed consent to communicate personalized risk and patient preferences,1,2020
"U Gisladottr, D Nakikj, R Jhunjhunwala, N Gehlenborg, G Brat",,
"Journal of the American College of Surgeons 231 (4), S136-S137",,
Effects of laparoscopic vs open abdominal surgery on costs and hospital readmission rate and its effect modification by surgeons’ case volume,5,2020
"TH Shin, S Friedrich, GA Brat, MI Rudolph, V Sein, R Munoz-Acuna, ...",,
"Surgical endoscopy 34, 1-12",,
International electronic health record-derived COVID-19 clinical course profiles: the 4CE consortium,176,2020
"GA Brat, GM Weber, N Gehlenborg, P Avillach, NP Palmer, L Chiovato, ...",,
"NPJ digital medicine 3 (1), 109",,
"Incidence, prediction, and causes of unplanned 30-day hospital admission after ambulatory procedures",16,2020
"B Teja, D Raub, S Friedrich, P Rostin, MD Patrocínio, JC Schneider, ...",,
"Anesthesia & Analgesia 131 (2), 497-507",,
Estimates of healthcare spending for preterm and low-birthweight infants in a commercially insured population: 2008–2016,135,2020
"AL Beam, I Fried, N Palmer, D Agniel, G Brat, K Fox, I Kohane, A Sinaiko, ...",,
"Journal of Perinatology 40 (7), 1091-1099",,
Opioid consumption after gender-affirming mastectomy and two other breast surgeries,16,2020
"KA Robinson, S Duncan, J Austrie, A Fleishman, A Tobias, RA Hopwood, ...",,
"Journal of Surgical Research 251, 33-37",,
Characterization of overlap in observational studies,27,2020
"M Oberst, F Johansson, D Wei, T Gao, G Brat, D Sontag, K Varshney",,
"International Conference on Artificial Intelligence and Statistics, 788-798",,
Implementing and evaluating a multihospital standardized opioid curriculum for surgical providers,7,2020
"KA Robinson, M Carroll, SB Ward, S Osman, KR Chhabra, N Arinze, ...",,
"Journal of Surgical Education 77 (3), 621-626",,
MP83-12 EFFECTS OF A REDUCED OPIATE PRESCRIPTION PROTOCOL ON POST-DISCHARGE PILL CONSUMPTION,,2020
"K Stensland*, P Chang, A Berkenwald, AW Malaret, K Robinson, G Brat, ...",,
"The Journal of Urology 203 (Supplement 4), e1260-e1260",,
Controlled substance prescribing and education in orthopedic residencies: A program director survey,1,2020
"BK Yorkgitis, MM Dugan, A Bell, GA Brat, M Crandall",,
"The American Journal of Surgery 219 (4), 711-714",,
Multi-omic profiling reveals widespread dysregulation of innate immunity and hematopoiesis in COVID-19 (preprint),,2020
"AJ Wilk, MJ Lee, B Wei, B Parks, R Pi, GJ Martinez-Colon, T Ranganath, ...",,
assayM: a web application to monitor mutations in COVID-19 diagnostic assays.(preprint),,2020
"RNM Ghazzali, A Pain, M Abdollahyan, E Gadaleta, C Chelala, ...",,
SNPnexus COVID: Facilitating the analysis of COVID-19 host genetics (preprint),,2020
"J Oscanoa, L Sivapalan, M Abdollahyan, E Gadaleta, C Chelala, ...",,
"Genomic and phylogenetic analyses of SARS-CoV-2 strains isolated in the city of Gwangju, South Korea (preprint)",,2020
"KM Ji, L Ji-eun, CJ Keun, P Jungwook, J Jin, Y Ji-eun, AL Blomkalns, ...",,
Validation of a Derived International Patient Severity Phenotype to Support COVID-19 Analytics from Electronic Health Record Data,,2020
"JG Klann, GM Weber, H Estiri, B Moal, P Avillach, C Hong, VM Castro, ...",,
Using computer vision to automate hand detection and tracking of surgeon movements in videos of open surgery,24,2020
"M Zhang, X Cheng, D Copeland, A Desai, MY Guan, GA Brat, S Yeung",,
"AMIA Annual symposium proceedings 2020, 1373",,
"Volume 243, November 2019",,2019
"DT Balzer, S Shahanavaz, TA Rockefeller, AM Abarbanell, SH McKellar, ...",,
Journal of Surgical Research 243,,
Effect of surgery-specific opioid-prescribing education in a safety-net hospital,26,2019
"BK Yorkgitis, C Paffett, GA Brat, M Crandall",,
"Journal of Surgical Research 243, 71-74",,
Perspectives of facial plastic surgeons on opioid dependence in rhinoplasty patients,3,2019
"M Levin, MG Roskies, J Asaria",,
"Facial Plastic Surgery 35 (05), 540-545",,
Long-Term Changes in Knowledge of Pain Management and Opioid Prescribing Best Practices in Surgical Interns,,2019
"KR Arndt, K Robinson, G Brat",,
"Journal of the American College of Surgeons 229 (4), e188",,
Platform Design Framework for a Crowdsourced National Opioid Consumption Collaborative,,2019
"K Robinson, G Brat",,
"Journal of the American College of Surgeons 229 (4), e29-e30",,
Anorectal disease and post-discharge consumption of opioids,2,2019
"K Robinson, SG Duncan, E Messaris, G Brat",,
"Journal of the American College of Surgeons 229 (4), S51-S52",,
Optimizing opioid prescribing and pain treatment for surgery: review and conceptual framework,39,2019
"MC Bicket, GA Brat, S Hutfless, CL Wu, SA Nesbit, GC Alexander",,
"American Journal of Health-System Pharmacy 76 (18), 1403-1412",,
Intraoperative unfractionated heparin unresponsiveness during endovascular repair of a ruptured abdominal aortic aneurysm following administration of andexanet alfa for the …,33,2019
"IM Eche, P Elsamadisi, N Wex, MC Wyers, GA Brat, K Cunningham, ...",,
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy 39 (8 …,,
Altered monocyte and NK cell phenotypes correlate with posttrauma infection,14,2019
"A Seshadri, GA Brat, BK Yorkgitis, M Giangola, J Keegan, JP Nguyen, ...",,
"Journal of Trauma and Acute Care Surgery 87 (2), 337-341",,
